Number,Actual value,Fast runtime,FastN runtime,Impl1 runtime,Impl2 runtime,Fast abs err,Fast rel err,FastN abs err,FastN rel err,
153.394,0.0807413,0.092,0.401,0.718,0.643,-0.00143664,-0.0177932,3.85717e-05,0.000477719,
1.67304e+06,0.00077312,0.074,0.306,0.66,0.65,-1.60768e-05,-0.0207948,5.0501e-07,0.00065321,
4.26062e+06,0.000484466,0.086,0.133,0.65,0.639,1.91007e-05,0.0394263,1.11479e-06,0.00230108,
3.08971e+13,1.79904e-07,0.095,0.142,0.681,0.666,-3.18872e-09,-0.0177245,8.52793e-11,0.000474027,
5.5828e+07,0.000133836,0.087,0.148,0.995,0.683,1.73906e-06,0.0129939,3.37459e-08,0.000252143,
44.851,0.149319,0.072,0.133,0.722,0.783,-0.0023371,-0.0156518,5.51641e-05,0.000369439,
862669,0.00107666,0.083,0.194,0.676,0.869,1.08993e-05,0.0101232,1.64961e-07,0.000153215,
8.92795e+09,1.05834e-05,0.087,0.144,0.614,0.635,-5.48062e-08,-0.00517851,4.26553e-10,4.03041e-05,
1.02911e+08,9.85756e-05,0.077,0.142,0.587,0.638,-1.96743e-06,-0.0199586,5.92918e-08,0.000601485,
1.11068e+07,0.000300058,0.064,0.187,0.738,0.625,-5.61215e-06,-0.0187035,1.58441e-07,0.000528035,
44.8144,0.14938,0.085,0.139,0.59,1.041,-0.00234762,-0.0157158,5.56409e-05,0.00037248,
0.0205814,6.97047,0.074,0.244,0.678,0.654,-0.0512743,-0.00735593,0.000566959,8.13373e-05,
9424.79,0.0103006,0.086,0.154,0.91,1.001,-0.000158728,-0.0154095,3.68804e-06,0.00035804,
1.14092e+12,9.3621e-07,0.078,0.144,0.649,0.701,3.25014e-08,0.0347159,1.67284e-09,0.00178683,
12519,0.00893749,0.088,0.194,0.631,0.718,-4.64534e-05,-0.00519759,3.63216e-07,4.06396e-05,
577222,0.00131622,0.088,0.141,0.584,0.712,-1.53822e-05,-0.0116866,2.70666e-07,0.000205639,
627.777,0.0399114,0.076,0.151,0.787,0.628,-0.000744168,-0.0186455,2.09399e-05,0.000524658,
1.84461e+07,0.000232835,0.081,0.184,0.743,0.668,5.25838e-06,0.0225841,1.76806e-07,0.000759361,
3.15905e+08,5.62628e-05,0.1,0.152,0.952,0.666,5.49226e-07,0.00976179,8.01811e-09,0.000142512,
3.21541e+13,1.76352e-07,0.09,0.138,0.715,0.669,-2.48137e-09,-0.0140705,5.26228e-11,0.000298396,
1430.82,0.0264367,0.074,0.139,0.807,0.69,-0.000366416,-0.0138601,7.65361e-06,0.000289507,
1.05073e+06,0.000975559,0.076,0.179,0.709,0.649,4.14706e-05,0.0425096,2.60689e-06,0.0026722,
8.33849e+07,0.000109511,0.091,0.313,0.546,0.651,8.82283e-08,0.000805659,1.01863e-10,9.30169e-07,
2.25201e+08,6.66368e-05,0.087,0.144,0.556,0.623,1.01783e-06,0.0152742,2.3203e-08,0.000348201,
8.68158e+07,0.000107325,0.072,0.135,0.86,0.749,-5.37279e-07,-0.00500609,4.04543e-09,3.76933e-05,
133175,0.00274024,0.071,0.132,0.593,0.728,-5.89225e-06,-0.00215026,1.90921e-08,6.96731e-06,
2.34966e+07,0.000206299,0.1,0.319,0.976,0.65,-2.90367e-06,-0.0140751,6.15837e-08,0.000298517,
329990,0.0017408,0.085,0.188,0.703,0.855,-2.00595e-06,-0.00115231,3.49246e-09,2.00623e-06,
6.71064e+06,0.000386027,0.201,0.188,0.782,0.857,-8.03321e-06,-0.02081,2.52534e-07,0.000654187,
1.68e+12,7.71516e-07,0.082,0.135,0.618,0.658,-1.52966e-08,-0.0198266,4.57987e-10,0.00059362,
1.13267e+09,2.97131e-05,0.089,0.132,0.676,0.643,9.25862e-07,0.03116,4.28245e-08,0.00144126,
1.14212e+13,2.95899e-07,0.082,0.136,0.718,0.687,-5.65774e-09,-0.0191205,1.63311e-10,0.000551915,
5.71277e+11,1.32305e-06,0.08,0.134,0.679,0.67,-6.81837e-09,-0.00515352,5.28644e-11,3.99564e-05,
16.5973,0.24546,0.076,0.133,0.925,0.669,0.00853813,0.0347842,0.000440314,0.00179383,
0.0030045,18.2437,0.09,0.208,0.7,0.764,-0.0745106,-0.00408417,0.000457764,2.50915e-05,
106217,0.00306834,0.092,0.185,0.605,0.644,-6.38338e-05,-0.020804,2.00607e-06,0.000653796,
7.86588e+07,0.000112753,0.075,0.237,0.592,0.67,1.18095e-06,0.0104739,1.84882e-08,0.000163972,
33.8346,0.171917,0.075,0.318,0.804,0.654,-0.00125489,-0.00729936,1.37687e-05,8.0089e-05,
3.31279e+10,5.49419e-06,0.085,0.143,0.635,0.645,-3.67254e-08,-0.00668441,3.688e-10,6.71255e-05,
6.68802e+07,0.000122279,0.112,0.186,0.677,0.68,5.24695e-06,0.0429098,3.32897e-07,0.00272244,
2.14343e+12,6.83039e-07,0.074,0.235,0.703,0.651,-3.28413e-09,-0.00480812,2.37605e-11,3.47865e-05,
81.3438,0.110876,0.084,0.183,0.582,0.695,-0.000282958,-0.00255202,1.08033e-06,9.74362e-06,
7.43677e+16,3.66698e-09,0.086,0.188,0.803,0.643,1.3165e-10,0.0359015,7.00506e-12,0.00191031,
2.99921e+07,0.000182598,0.097,0.186,0.558,0.628,-2.97405e-06,-0.0162874,7.30652e-08,0.000400142,
7.29643e+09,1.1707e-05,0.07,0.137,0.645,0.61,-2.30174e-07,-0.0196613,6.83303e-09,0.000583672,
2.88364e+06,0.000588884,0.083,0.202,0.791,0.639,-1.00076e-05,-0.0169943,2.56521e-07,0.000435606,
1.20294e+10,9.11756e-06,0.077,0.153,0.664,0.667,-1.43314e-07,-0.0157184,3.39696e-09,0.000372574,
4.57753e+10,4.67395e-06,0.09,0.133,0.74,0.866,-8.64998e-08,-0.0185068,2.41653e-09,0.00051702,
1042.31,0.0309743,0.089,0.267,0.595,0.647,0.00120709,0.0389706,6.96443e-05,0.00224845,
1820.44,0.0234375,0.072,0.138,0.845,0.648,-0.000393027,-0.0167692,9.94094e-06,0.000424147,
5.13032e+13,1.39614e-07,0.075,0.256,0.667,0.669,-1.64704e-09,-0.0117971,2.92601e-11,0.00020958,
708515,0.00118802,0.086,0.139,0.835,0.623,-2.13016e-05,-0.0179302,5.76372e-07,0.000485152,
587447,0.00130472,0.075,0.183,0.769,0.667,-1.73645e-05,-0.013309,3.48315e-07,0.000266966,
1.6313e+08,7.82948e-05,0.086,0.23,0.886,0.632,-1.4376e-06,-0.0183614,3.98359e-08,0.000508793,
15208.4,0.00810883,0.092,0.255,0.91,0.653,0.000351817,0.0433869,2.25659e-05,0.00278288,
47238.9,0.00460098,0.079,0.182,0.732,0.74,-6.00931e-05,-0.013061,1.18231e-06,0.00025697,
1.50785e+11,2.57526e-06,0.077,0.197,0.564,0.67,-2.92064e-08,-0.0113411,4.9863e-10,0.000193623,
1648.6,0.0246288,0.074,0.318,0.664,0.616,-0.000512848,-0.0208231,1.61305e-05,0.000654946,
3.2178e+08,5.57469e-05,0.035,0.323,0.81,0.655,3.67214e-07,0.00658717,3.61979e-09,6.49326e-05,
2.11947,0.686889,0.039,0.357,0.74,0.662,-0.00519884,-0.00756867,5.9247e-05,8.62542e-05,
7.17069,0.373439,0.033,0.148,0.571,0.639,-0.00598776,-0.0160341,0.00014478,0.000387693,
4.87415,0.45295,0.023,0.387,0.705,0.775,0.00175688,0.00387874,1.02222e-05,2.2568e-05,
21.9209,0.213585,0.023,0.165,0.605,0.684,-0.00254181,-0.0119007,4.55379e-05,0.000213208,
0.407812,1.56592,0.027,0.133,0.508,0.632,-0.032497,-0.0207527,0.00101864,0.000650507,
13.4387,0.272785,0.027,0.144,0.445,0.608,0.00425467,0.0155971,9.90331e-05,0.000363044,
9.58826,0.322946,0.029,0.19,0.653,0.633,-0.00574794,-0.0177985,0.000154376,0.000478024,
1.52213e+08,8.10539e-05,0.042,0.188,0.676,0.685,-1.16073e-06,-0.0143205,2.50584e-08,0.000309157,
1.30378e+10,8.75786e-06,0.045,0.133,0.6,0.636,-5.51836e-08,-0.00630104,5.2205e-10,5.96093e-05,
4.78272e+14,4.57259e-08,0.029,0.141,0.684,0.71,-8.98638e-10,-0.0196527,2.66667e-11,0.000583185,
2.52202e+11,1.99125e-06,0.036,0.323,0.731,0.797,8.72039e-08,0.0437935,5.64501e-09,0.0028349,
6.68271e+09,1.22327e-05,0.022,0.193,0.582,0.607,-2.49507e-07,-0.0203967,7.68432e-09,0.000628177,
2.38779e+10,6.47145e-06,0.024,0.192,0.626,0.73,-8.64084e-08,-0.0133522,1.7385e-09,0.000268641,
0.570255,1.32424,0.025,0.199,0.668,0.663,-0.0195515,-0.0147644,0.000435114,0.000328577,
1.00202e+08,9.98992e-05,0.023,0.581,0.642,0.594,-1.87572e-06,-0.0187761,5.31581e-08,0.000532118,
506710,0.00140482,0.023,0.152,0.706,0.92,-8.82405e-06,-0.00628127,8.33534e-08,5.93339e-05,
16390.3,0.007811,0.023,0.184,0.641,0.702,0.000335021,0.0428909,2.12458e-05,0.00271998,
21906.5,0.00675637,0.045,0.233,0.533,0.669,-6.20242e-05,-0.00918011,8.56817e-07,0.000126816,
3.39541e+10,5.42693e-06,0.043,0.198,0.604,0.608,-1.22532e-08,-0.00225785,4.18368e-11,7.70911e-06,
5.0919e+12,4.43159e-07,0.045,0.247,0.625,0.831,5.62309e-09,0.0126886,1.06553e-10,0.000240439,
229098,0.00208924,0.055,0.291,0.598,0.647,5.77944e-05,0.0276628,2.37604e-06,0.00113727,
18929.5,0.00726826,0.072,0.238,0.526,0.656,9.49786e-05,0.0130676,1.85333e-06,0.00025499,
1.38692e+06,0.00084913,0.053,0.243,0.669,0.61,-6.68404e-06,-0.00787164,7.91624e-08,9.32277e-05,
7.96428e+11,1.12054e-06,0.05,0.179,0.618,0.655,-1.40437e-08,-0.012533,2.65118e-10,0.000236598,
596.778,0.0409349,0.048,0.182,0.773,0.641,-0.000666723,-0.0162874,1.63801e-05,0.00040015,
104.357,0.0978903,0.055,0.139,0.745,0.679,-0.00203191,-0.020757,6.3695e-05,0.000650678,
9.70848e+10,3.2094e-06,0.055,0.136,0.654,0.714,-4.76948e-08,-0.014861,1.06843e-09,0.000332906,
6.95001e+06,0.000379321,0.053,0.333,0.746,0.653,-7.77261e-06,-0.0204908,2.40514e-07,0.000634064,
0.343364,1.70656,0.054,0.192,0.6,0.698,-0.0207504,-0.0121592,0.000380039,0.000222693,
1.22181e+06,0.000904688,0.054,0.127,0.649,0.666,1.04301e-05,0.011529,1.79745e-07,0.000198682,
23870.5,0.00647246,0.056,0.151,0.74,0.72,-0.000111811,-0.0172749,2.91411e-06,0.000450232,
5.23078,0.437237,0.049,0.177,0.797,0.659,-0.00281194,-0.00643116,2.71797e-05,6.21625e-05,
6.3248e+15,1.25741e-08,0.054,0.166,0.553,1.078,-1.80176e-10,-0.0143291,3.89111e-12,0.000309455,
0.0196818,7.128,0.044,0.137,0.613,0.718,-0.00890064,-0.00124869,1.66893e-05,2.34137e-06,
5.01726e+09,1.41178e-05,0.043,0.186,0.611,0.63,1.56328e-07,0.0110732,2.58569e-09,0.000183151,
9.36202e+06,0.000326825,0.084,0.134,0.533,0.653,-4.23528e-06,-0.0129589,8.2684e-08,0.000252992,
4507.22,0.0148952,0.064,0.24,0.522,0.702,0.00033389,0.022416,1.11433e-05,0.000748113,
124076,0.00283893,0.048,0.454,0.557,0.598,-2.71099e-05,-0.00954931,3.89526e-07,0.000137208,
9.66205e-06,321.711,0.054,0.239,0.629,0.695,-6.18201,-0.019216,0.179321,0.000557399,
2.87518e+06,0.000589749,0.053,0.184,0.673,0.664,-1.01267e-05,-0.0171713,2.62342e-07,0.000444836,
970.902,0.0320931,0.07,0.143,0.673,0.661,0.00137602,0.0428758,8.72314e-05,0.00271807,
1.02149e+08,9.89424e-05,0.049,0.263,0.592,0.615,-1.94697e-06,-0.0196779,5.78511e-08,0.000584695,
1.00913e+09,3.14794e-05,0.046,0.2,0.668,0.652,1.35523e-06,0.0430515,8.62601e-08,0.00274021,
3200.18,0.0176772,0.032,0.208,0.656,0.622,-2.20239e-05,-0.0012459,4.09782e-08,2.31814e-06,
0.00438361,15.1037,0.022,0.418,0.639,0.656,0.280201,0.0185518,0.00774956,0.000513089,
4.13942e+10,4.91507e-06,0.032,0.125,0.805,0.6,-8.85775e-08,-0.0180216,2.4088e-09,0.000490083,
1.11365e+13,2.99657e-07,0.021,0.173,0.74,0.685,-5.75776e-09,-0.0192145,1.67006e-10,0.000557323,
7.24654e+11,1.17472e-06,0.022,0.174,0.535,0.649,-2.21154e-08,-0.0188261,6.28461e-10,0.000534987,
1.63843e+08,7.81244e-05,0.022,0.125,0.714,0.882,-1.44602e-06,-0.0185092,4.03961e-08,0.000517075,
6.49818e+11,1.24052e-06,0.022,0.177,0.705,0.637,-2.1225e-08,-0.0171097,5.47857e-10,0.000441635,
4.26815e+08,4.84039e-05,0.025,0.26,0.594,0.615,-1.00523e-06,-0.0207676,3.1534e-08,0.000651476,
6.68048e+18,3.86898e-10,0.023,0.13,0.825,0.652,-6.52636e-12,-0.0168684,1.66062e-13,0.000429213,
8.95457e+08,3.34178e-05,0.027,0.18,0.702,0.687,4.56253e-07,0.013653,9.30231e-09,0.000278364,
3.30359,0.550183,0.027,0.278,0.809,0.656,0.00611019,0.0111058,0.000101447,0.000184388,
3.17763e+06,0.000560981,0.022,0.145,0.717,0.697,-3.68495e-06,-0.00656877,3.63798e-08,6.48503e-05,
2.30426e+12,6.5877e-07,0.024,0.149,0.708,0.642,-4.08772e-09,-0.00620508,3.81419e-11,5.78987e-05,
16562.3,0.00777033,0.023,0.147,0.835,0.665,0.000314858,0.0405205,1.88788e-05,0.00242961,
6.72784e+09,1.21916e-05,0.023,0.175,0.732,0.837,-2.5052e-07,-0.0205485,7.77436e-09,0.00063768,
2.17765e+07,0.000214292,0.029,0.192,0.752,0.637,-1.16848e-06,-0.00545272,9.57516e-09,4.46828e-05,
29487.8,0.00582343,0.027,0.148,0.817,0.626,-9.12054e-05,-0.0156618,2.15368e-06,0.000369831,
287.388,0.0589883,0.022,0.132,0.657,0.71,0.00109021,0.0184819,3.00407e-05,0.000509266,
65.7644,0.123312,0.027,0.204,0.791,0.623,0.00454566,0.0368631,0.000248261,0.00201328,
6.60044e+08,3.89236e-05,0.023,0.158,0.758,0.624,-7.28716e-07,-0.0187217,2.0591e-08,0.000529009,
8.7177e+07,0.000107102,0.023,0.207,0.753,0.913,-5.95603e-07,-0.00556106,4.97676e-09,4.64673e-05,
122923,0.00285222,0.023,0.157,0.573,0.594,-3.10089e-05,-0.0108718,5.07338e-07,0.000177875,
10.3162,0.311344,0.038,0.218,0.638,0.601,-0.00597632,-0.0191952,0.000173181,0.000556237,
83.4992,0.109436,0.022,0.158,0.693,0.62,-0.00067091,-0.00613063,6.18398e-06,5.65079e-05,
3.27501e+09,1.7474e-05,0.028,0.196,0.511,0.599,-9.67411e-08,-0.00553628,8.05812e-10,4.61148e-05,
1.67082e+08,7.73632e-05,0.023,0.47,0.683,0.602,-1.47051e-06,-0.0190079,4.21933e-08,0.000545392,
76792.4,0.00360862,0.022,0.215,0.701,0.675,3.79873e-05,0.0105268,5.97909e-07,0.000165689,
4.48426e+10,4.72231e-06,0.022,0.209,0.6,0.62,-8.99172e-08,-0.0190409,2.58478e-09,0.000547356,
2034.03,0.0221728,0.023,0.205,0.591,0.614,-2.81502e-05,-0.00126958,5.21541e-08,2.35216e-06,
0.052988,4.34421,0.024,0.144,0.708,0.638,0.0792756,0.0182486,0.00215626,0.000496352,
7.10855e+12,3.75068e-07,0.029,0.146,0.7,0.601,-7.80742e-09,-0.020816,2.45478e-10,0.000654491,
117.358,0.0923087,0.024,0.2,0.703,0.6,-0.00126499,-0.0137039,2.61292e-05,0.000283063,
35301.3,0.00532236,0.022,0.146,0.701,0.595,-5.0243e-05,-0.00943998,7.13859e-07,0.000134124,
7.17446e+07,0.000118061,0.022,0.204,0.883,0.685,3.34492e-06,0.0283322,1.40819e-07,0.00119277,
110512,0.00300812,0.022,0.204,0.669,0.658,-6.00489e-05,-0.0199623,1.81003e-06,0.000601713,
48622.5,0.00453504,0.022,0.146,0.574,0.594,-4.35598e-05,-0.00960516,6.29574e-07,0.000138824,
134.137,0.0863426,0.022,0.186,0.594,0.63,-0.00053668,-0.0062157,5.01424e-06,5.80738e-05,
39253.5,0.00504732,0.049,0.193,0.843,0.6,-8.97185e-05,-0.0177755,2.40654e-06,0.000476795,
58.2406,0.131035,0.026,0.152,0.626,0.991,0.00553077,0.0422084,0.00034523,0.00263464,
0.00859035,10.7893,0.024,0.144,0.726,0.632,-0.124749,-0.0115623,0.00217247,0.000201354,
4.5119e+08,4.70783e-05,0.022,0.156,0.575,0.57,-9.45303e-07,-0.0200794,2.86673e-08,0.000608928,
1.39147e+06,0.000847742,0.027,0.14,0.723,0.572,-7.01385e-06,-0.00827357,8.72533e-08,0.000102924,
1.44354e+10,8.32311e-06,0.022,0.197,0.673,0.772,1.30725e-07,0.0157063,3.06409e-09,0.000368142,
3.28394e-06,551.827,0.022,0.142,0.951,0.613,12.5992,0.0228319,0.428223,0.000776009,
0.000127101,88.7003,0.023,0.148,0.575,0.62,-0.479591,-0.00540687,0.00389862,4.39527e-05,
78463.9,0.00356997,0.028,0.186,0.663,0.803,2.425e-05,0.00679277,2.46568e-07,6.90671e-05,
81490.2,0.00350306,0.06,0.184,0.844,0.687,2.42935e-06,0.000693496,2.32831e-09,6.6465e-07,
3.01013e+07,0.000182267,0.064,0.194,0.534,1.034,-2.90832e-06,-0.0159564,6.99802e-08,0.000383944,
4246.51,0.0153456,0.043,0.132,0.637,0.736,0.000535683,0.0349079,2.77227e-05,0.00180655,
14.7687,0.260213,0.045,0.32,0.747,0.626,0.0113381,0.0435723,0.000730276,0.00280645,
545813,0.00135356,0.046,0.27,0.721,0.688,-7.29249e-06,-0.00538763,5.90226e-08,4.36054e-05,
118446,0.00290563,0.044,0.197,0.61,0.712,-4.43184e-05,-0.0152526,1.0191e-06,0.000350733,
9.46496e+08,3.25043e-05,0.022,0.202,0.573,0.631,9.93379e-07,0.0305615,4.50746e-08,0.00138673,
1.68982e+07,0.000243265,0.049,0.211,0.805,0.691,1.00576e-05,0.041344,6.15124e-07,0.00252861,
1.04767e+12,9.76983e-07,0.028,0.147,0.776,0.621,4.18152e-08,0.0428003,2.64617e-09,0.00270852,
582.478,0.0414343,0.051,0.426,0.537,0.649,-0.000603691,-0.0145698,1.32583e-05,0.000319984,
1.18321,0.919323,0.043,0.147,0.53,0.692,0.00810558,0.00881689,0.000106812,0.000116185,
84.4282,0.108832,0.043,0.337,0.563,1.056,-0.000821047,-0.00754417,9.32068e-06,8.56429e-05,
1.37431e+08,8.53017e-05,0.045,0.133,0.64,0.695,-2.74005e-07,-0.00321219,1.32422e-09,1.5524e-05,
1.78432e+09,2.36735e-05,0.045,0.192,0.631,0.62,-4.83446e-07,-0.0204213,1.49103e-08,0.000629828,
3.45911e+09,1.70027e-05,0.022,0.151,0.893,0.656,8.59527e-08,0.00505524,6.51198e-10,3.82997e-05,
106495,0.00306433,0.028,0.151,0.61,0.899,-6.3699e-05,-0.0207872,2.00002e-06,0.000652676,
3932.97,0.0159456,0.028,0.146,0.601,0.727,0.000681143,0.0427168,4.30234e-05,0.00269814,
1.33312e+07,0.000273883,0.042,0.201,0.68,0.726,5.8228e-07,0.00212602,1.83354e-09,6.69462e-06,
112186,0.00298559,0.022,0.204,0.7,0.602,-5.76312e-05,-0.0193031,1.67964e-06,0.000562583,
8395.91,0.0109136,0.023,0.157,0.675,0.619,-3.6424e-05,-0.0033375,1.81608e-07,1.66406e-05,
5807.75,0.0131219,0.023,0.144,0.761,0.595,-0.000199126,-0.0151751,4.55603e-06,0.000347209,
25910.2,0.00621247,0.023,0.188,0.63,0.689,-0.000128643,-0.0207072,4.02331e-06,0.000647619,
1.74737e+09,2.39226e-05,0.043,0.139,0.708,0.906,-4.97002e-07,-0.0207755,1.55942e-08,0.000651861,
1.13576e+10,9.38331e-06,0.041,0.153,0.66,0.671,-1.75874e-07,-0.0187432,4.97585e-09,0.000530287,
2.02862e+07,0.000222024,0.024,0.393,0.667,0.626,1.1417e-06,0.00514224,8.7748e-09,3.95219e-05,
2.58649e+10,6.21791e-06,0.043,0.151,0.781,0.691,-1.19348e-07,-0.0191943,3.4579e-09,0.000556119,
0.0259168,6.21168,0.05,0.131,0.773,0.648,-0.127137,-0.0204674,0.00392962,0.000632617,
0.716638,1.18127,0.027,0.347,0.543,0.677,-0.0161321,-0.0136566,0.000331998,0.000281051,
111630,0.00299302,0.044,0.164,0.582,0.647,-5.84908e-05,-0.0195424,1.72574e-06,0.000576589,
1.02212e+07,0.000312787,0.04,0.205,0.53,0.637,-5.7703e-06,-0.018448,1.60653e-07,0.000513619,
888.605,0.0335464,0.05,0.218,0.53,0.727,0.000850618,0.0253565,3.20785e-05,0.000956243,
9.00734e+08,3.33197e-05,0.041,0.196,0.638,0.657,5.08207e-07,0.0152524,1.15688e-08,0.000347205,
1.65022e+08,7.78446e-05,0.047,0.147,0.7,0.66,-1.45753e-06,-0.0187235,4.11892e-08,0.00052912,
8.65035e+10,3.40003e-06,0.046,0.201,0.607,0.655,-3.9106e-09,-0.00115017,6.59384e-12,1.93934e-06,
18.8731,0.230186,0.047,0.154,0.785,0.624,0.00215341,0.00935511,3.01301e-05,0.000130895,
12.8132,0.279364,0.027,0.139,0.685,0.628,0.00106025,0.00379522,5.99027e-06,2.14425e-05,
95301.4,0.00323929,0.032,0.134,0.559,0.65,-5.55315e-05,-0.0171431,1.4361e-06,0.000443337,
2.65522e+11,1.94066e-06,0.043,0.143,0.661,0.623,8.28284e-08,0.0426805,5.22732e-09,0.00269358,
7.30955e+08,3.69875e-05,0.037,0.34,0.925,0.618,-6.49481e-07,-0.0175595,1.72076e-08,0.000465229,
9.43674e+06,0.000325528,0.028,0.207,0.662,0.685,-4.44445e-06,-0.013653,9.14151e-08,0.000280821,
4.94044e+12,4.49901e-07,0.027,0.135,0.658,0.65,8.25955e-09,0.0183586,2.26066e-10,0.00050248,
111710,0.00299195,0.042,0.204,0.658,0.638,-5.83706e-05,-0.0195093,1.71922e-06,0.000574616,
10111.5,0.00994473,0.043,0.196,0.58,0.627,-0.000187207,-0.0188247,5.31878e-06,0.000534834,
1.70792,0.765184,0.028,0.198,0.638,0.645,-0.0148566,-0.0194157,0.000435472,0.000569107,
69556,0.00379169,0.043,0.146,0.626,0.655,0.000113227,0.0298619,5.02123e-06,0.00132427,
62.512,0.126479,0.041,0.204,0.639,0.598,0.00539818,0.0426805,0.000340685,0.00269361,
2.98866e+08,5.78445e-05,0.028,0.267,0.728,0.623,1.1623e-06,0.0200935,3.47973e-08,0.000601566,
5.87359e+12,4.12618e-07,0.022,0.147,0.741,0.666,-3.73061e-09,-0.0090413,5.07896e-11,0.000123091,
2.93089e+07,0.000184714,0.047,0.192,0.655,0.653,-3.34358e-06,-0.0181014,9.13278e-08,0.000494428,
5.85728e+08,4.13192e-05,0.044,0.201,0.872,0.636,-4.45343e-07,-0.0107781,7.22866e-09,0.000174947,
1.24694e+13,2.8319e-07,0.026,0.206,0.72,0.638,-4.16193e-09,-0.0146966,9.22e-11,0.000325577,
0.0307137,5.70603,0.032,0.181,0.563,0.627,-0.0187888,-0.0032928,9.25064e-05,1.6212e-05,
4.00448e+08,4.9972e-05,0.049,0.144,0.54,0.677,-9.35874e-07,-0.0187279,2.64554e-08,0.000529404,
7963.14,0.0112062,0.043,0.191,0.623,0.618,-5.92805e-05,-0.00528998,4.71249e-07,4.20526e-05,
785.409,0.0356822,0.033,0.146,0.608,0.661,-0.000162818,-0.00456299,1.11759e-06,3.13205e-05,
2.85804e+09,1.87053e-05,0.023,0.198,0.658,0.646,-3.46825e-07,-0.0185415,9.70431e-09,0.000518799,
62403.1,0.0040031,0.042,0.351,0.792,0.659,0.000171372,0.0428099,1.0848e-05,0.00270991,
60.323,0.128753,0.042,0.355,0.613,0.586,0.00553487,0.0429882,0.000351787,0.00273225,
12.3543,0.284506,0.023,0.196,0.58,0.611,-0.000969082,-0.0034062,4.94719e-06,1.73887e-05,
2.63721e+11,1.94728e-06,0.022,0.196,0.613,1.013,8.31951e-08,0.0427238,5.25574e-09,0.00269902,
988506,0.0010058,0.043,0.134,0.866,0.651,4.32336e-05,0.0429844,2.74752e-06,0.00273168,
1.26996e+12,8.87371e-07,0.025,0.197,0.705,0.64,1.1644e-08,0.0131219,2.28226e-10,0.000257194,
907.118,0.0332023,0.032,0.152,0.693,0.692,0.00107151,0.032272,5.13121e-05,0.00154544,
751808,0.00115331,0.045,0.2,0.89,0.678,-1.56952e-05,-0.0136088,3.21888e-07,0.000279099,
4.56403e+06,0.000468086,0.043,0.145,0.894,0.623,1.15509e-05,0.0246769,4.24014e-07,0.000905846,
7.24794e+10,3.71443e-06,0.022,0.132,0.766,0.601,1.15867e-07,0.0311937,5.36534e-09,0.00144446,
1.59008e+14,7.93031e-08,0.028,0.138,0.866,0.636,-1.11143e-09,-0.014015,2.34692e-11,0.000295943,
2.1579e+13,2.1527e-07,0.044,0.182,0.939,0.665,6.06548e-10,0.00281761,2.57216e-12,1.19485e-05,
1.25515e+09,2.82262e-05,0.053,0.132,0.662,1.02,3.0921e-07,0.0109547,5.06043e-09,0.000179281,
1.20531e+08,9.10858e-05,0.04,0.312,0.599,0.732,-1.44452e-06,-0.015859,3.45462e-08,0.000379272,
60742.8,0.00405744,0.044,0.193,0.715,0.745,0.000176232,0.0434341,1.13156e-05,0.00278884,
3.4928e+06,0.000535073,0.042,0.209,0.578,0.713,7.09761e-06,0.0132648,1.40572e-07,0.000262715,
2.11563e+11,2.1741e-06,0.042,0.14,0.689,0.703,-8.63065e-09,-0.00396975,5.16138e-11,2.37403e-05,
2904.67,0.0185546,0.04,0.241,0.594,0.81,-0.000271879,-0.0146529,6.00517e-06,0.000323648,
7.33684e+15,1.16747e-08,0.04,0.139,0.586,0.663,-2.42435e-10,-0.0207658,7.6037e-12,0.000651297,
9.58568e+06,0.00032299,0.048,0.13,0.738,0.695,-4.81596e-06,-0.0149106,1.08237e-07,0.00033511,
4.39372e+06,0.000477072,0.05,0.191,0.546,0.717,1.55802e-05,0.0326579,7.54924e-07,0.00158241,
4.69714,0.461406,0.041,0.184,0.592,0.652,0.00468096,0.010145,7.09891e-05,0.000153854,
3.62687e+10,5.2509e-06,0.044,0.192,0.924,0.687,-3.72725e-08,-0.00709829,3.97904e-10,7.57782e-05,
30845,0.00569387,0.038,0.132,0.543,0.681,-5.89732e-05,-0.0103573,9.19681e-07,0.000161521,
4.06638e+06,0.000495902,0.043,0.181,0.704,0.664,2.11605e-05,0.0426706,1.33517e-06,0.0026924,
3763.9,0.0162997,0.043,0.375,0.751,0.649,0.000712862,0.0437346,4.60837e-05,0.00282727,
2739.98,0.0191041,0.045,0.139,0.752,0.643,-0.000350634,-0.0183538,9.71369e-06,0.000508461,
0.0119097,9.16327,0.043,0.136,0.621,0.902,-0.0513287,-0.00560157,0.000432014,4.71463e-05,
1315.75,0.0275685,0.049,0.135,0.907,0.686,-0.000112521,-0.00408148,6.89179e-07,2.49987e-05,
354122,0.00168044,0.039,0.163,0.604,0.696,-1.74178e-05,-0.010365,2.71713e-07,0.000161692,
37591,0.00515772,0.044,0.138,1.015,0.648,-7.84071e-05,-0.0152019,1.79699e-06,0.000348407,
8.27342e+06,0.000347662,0.052,0.145,0.645,0.662,-9.1549e-07,-0.00263327,3.60887e-09,1.03804e-05,
77860.8,0.00358377,0.04,0.184,0.714,0.653,2.90626e-05,0.0081095,3.52506e-07,9.83616e-05,
